"","MOLM13_2W_2","MOLM13_WT_1","MV4_11_6W_1","MV4_11_WT_1","OCI_6W_2","OCI_WT_1","MOLM13_2W_3","MOLM13_6W_1","MOLM13_6W_2","MOLM13_6W_3","MOLM13_WT_2","MOLM13_WT_3","MV4_11_2W_1","MV4_11_2W_2","MV4_11_2W_3","MV4_11_6W_2","MV4_11_6W_3","MV4_11_WT_2","MV4_11_WT_3","OCI_2W_1","OCI_2W_2","OCI_2W_3","OCI_6W_1","OCI_6W_3","OCI_WT_2","OCI_WT_3"
"Q9Y4E8",1.03601,1.03719,1.04069,1.04491,1.0252,1.03556,1.03665,1.03248,1.03583,1.03679,1.03524,1.03672,1.04861,1.04926,1.04486,1.04007,1.04824,1.04332,1.04664,1.03672,1.03151,1.03594,1.03301,1.0265,1.03616,1.03667
"Q9Y4F3",0.9252,0.89834,0.88451,0.90842,0.92502,0.91901,0.90432,0.91001,0.91978,0.92238,0.89127,0.8972,0.91556,0.89416,0.9246,0.89905,0.91554,0.91399,0.90989,0.90668,0.91559,0.91876,0.91544,0.91954,0.91899,0.9072
"Q9Y4G6",0.79004,0.84927,0.84127,0.80312,0.81304,0.83376,0.78626,0.81459,0.79555,0.86431,0.84513,0.85134,0.8145,0.79295,0.79265,0.83734,0.83228,0.80345,0.81288,0.7932,0.81732,0.80592,0.81083,0.8535,0.8214,0.82352
"Q9Y4H4",1.04855,1.01846,1.02464,1.06661,1.1015,1.08582,1.03309,1.01931,1.05134,1.00686,1.02071,1.01624,1.06798,1.06061,1.07488,1.05279,1.05513,1.04139,1.04112,1.09541,1.09631,1.09403,1.0915,1.08227,1.08143,1.07575
"Q9Y4I1",0.99314,0.96183,0.985432110093615,1.02796,1.07311,1.05561,1.00126,0.98557,0.96835,1.00826,0.92812,0.984764709292783,1.0444,1.03739,1.04246,1.02465,1.03705,1.02246,1.02498,1.07266,1.07339,1.07516,1.0746,1.0709,1.05706,1.05647
"Q9Y4I5",0.93648,0.93086,0.92526,0.88262,0.92997,0.95406,0.92081,0.93476,0.9381,0.93286,0.92576,0.93058,0.89409,0.896443644409609,0.888178615223688,0.88289,0.90316,0.87704,0.90164,0.93824,0.94073,0.93893,0.9335,0.9254,0.95476,0.9542
"Q9Y4J8",1.01329,1.00787,0.99771,0.95555,1.0118,1.02037,1.00944,1.00606,1.02358,1.01432,0.9984,1.00524,0.9768,0.98004,0.97965,0.97131,0.9865,0.95819,0.92274,1.01956,1.01895,1.01859,1.0116,1.00846,1.02458,1.02169
"Q9Y4K1",1.03072,1.03637,1.0499,0.90923,1.03214,1.0319,1.0349,1.04129,1.03024,1.03302,1.03731,1.03849,0.908382677998155,0.905433049301158,0.87962,0.87607,0.87877,0.89562,0.90271,1.04695,1.03699,1.03776,1.02682,1.01403,1.03263,1.02827
"Q9Y4K3",1.01251,1.01062,1.00623,1.00886,1.00594,1.0039,1.0113,1.01372,1.0144,1.01054,1.00739,1.00994,1.01069,1.00734,1.00409,1.00247,0.99792,1.00695,1.00769,0.98987,1.00019,0.99504,1.00881,1.00885,1.00191,0.99919
"Q9Y4K4",1.00326,0.99136,1.00205,0.98653,0.964,0.97881,0.98726,0.99767,0.99732,1.00463,0.98829,0.97783,0.99328,0.99319,0.99113,0.98449,0.9948,0.99754,0.99075,0.97854,0.96316,0.98549,0.97274,0.95054,0.99145,0.98012
"Q9Y4L1",1.15115,1.13426,1.1333,1.1851,1.15514,1.161,1.149,1.14091,1.14339,1.13218,1.13568,1.13647,1.17771,1.17449,1.18605,1.18792,1.18235,1.18096,1.18156,1.16835,1.15926,1.16273,1.16928,1.16045,1.16186,1.16011
"Q9Y4P1",0.99856,1.00007,1.00771,1.03896,1.01086,1.01045,1.00542,1.00628,0.9917,1.00283,0.99254,0.99917,1.03369,1.03867,1.03279,1.03243,1.03575,1.04171,1.03864,1.00832,1.0113,1.01402,1.00323,1.01498,1.01353,1.01336
"Q9Y4P3",1.03533,1.03639,1.03702,1.06793,1.02585,1.0418,1.03957,1.02782,1.01795,1.02311,1.0376,1.0351,1.04841,1.0451,1.0531,1.05134,1.04577,1.06414,1.06378,1.03325,1.02013,1.02877,1.03513,1.03931,1.03616,1.03097
"Q9Y4P8",0.99659,0.99244,0.98785,1.02662,1.02608,1.01855,1.00178,0.99576,0.99153,0.99007,0.99616,0.99664,1.0247,1.01438,1.01978,1.02281,1.02027,1.02403,1.02246,1.02027,1.01945,1.00843,1.02132,1.03695,1.01337,1.01363
"Q9Y4R8",1.02013,1.02508,1.02689,1.04133,1.02173,1.02735,1.02537,1.03124,1.02687,1.02687,1.0247,1.02119,1.03234,1.03521,1.0344,1.02733,1.04016,1.04599,1.0522,1.03904,1.02034,1.02621,1.02499,1.03634,1.03479,1.02738
"Q9Y4U1",0.97713,0.9921,0.97145,0.96278,0.88578,0.92991,0.98461,0.96304,0.95976,0.94827,0.97799,0.98519,0.93812,0.95007,0.96421,0.96671,0.95227,0.95972,0.96334,0.93555,0.91877,0.92116,0.93709,0.89796,0.92508,0.90788
"Q9Y4W2",1.03796,1.03963,1.02929,1.00887,1.01466,1.00021,1.03468,1.01668,1.03517,1.03369,1.03441,1.03592,1.01602,1.0174,1.00714,1.00717,1.02214,1.02633,1.02149,1.00621,1.01364,1.00563,1.00393,1.01394,1.01133,1.00426
"Q9Y4W6",1.1256,1.12711,1.11431,1.11469,1.13196,1.12138,1.12398,1.1185,1.13176,1.12409,1.11896,1.12416,1.11955,1.11775,1.10413,1.10213,1.11181,1.11674,1.11553,1.10887,1.12788,1.12951,1.11648,1.11973,1.12691,1.12564
